ALGORITHM, FEATURE_R, FEATURE_L, FEATURE_U, FEATURE_D, FEATURE_F, FEATURE_B, FEATURE_RP, FEATURE_LP, FEATURE_UP, FEATURE_DP, FEATURE_FP, FEATURE_BP, FEATURE_R2, FEATURE_L2, FEATURE_U2, FEATURE_D2, FEATURE_F2, FEATURE_B2, FEATURE_M, FEATURE_MP, FEATURE_M2, FEATURE_REGRIPS, FEATURE_RL_REGRIPS, FEATURE_OVERWORKING, LABEL
R U' R' U2 R U' M D R2 ,2,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
R U' R' U2 D' R D' R F ,3,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,1,
R U' R' D2 F' U' D' M ,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
R U' D' R U' F U D' M ,2,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
R U' D' F U R' D ,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
R U' D' F U2 R' U' R2 ,1,0,0,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,
R U' D' R' D U F' D F' ,1,0,1,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,
R U' D' R' U' F U2 R U ,2,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
R U' D' R' U2 F' R D F' ,2,0,0,1,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,
R U' D' B2 M D B2 ,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,
R U' D' M U' D' F R' U2 ,1,0,0,0,1,0,1,0,2,2,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
R U' R2 U R U M D F' ,2,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
R U' R2 U R2 D U' R' ,1,0,1,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
R U' R2 F R U F ,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
R U' R2 U' R U2 R' F' D' ,2,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,
R U' R2 U' M U2 F' R B' ,2,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,0,0,3,0,1,
R U' R2 U2 F' M U2 L' ,1,0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,1,0,0,0,1,0,
R U' D2 B2 M U2 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,
R U' M U R U F U' ,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
R U' M U F D' U2 R B ,2,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
R U' M U D' F D' U2 ,1,0,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,3,0,1,
R U' M D F R U R' L' ,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,
R U' M D U2 R2 F B' ,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,3,0,0,
R U' M F R' F D' R B2 ,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,9,0,1,
R U' M B R' D ,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
R U' M U' F M U2 F' ,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,3,0,1,
R U' M U' D' R' U R U' R2 ,2,0,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,
R U' M D' R D' M U F' ,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,
R U' M D' B2 D F ,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,
R U' M D2 F R' U R2 ,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,
R D' R U F D M F ,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
R D' R U M U D R' ,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
R D' R F U R' D' R' ,2,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
R D' R U' F R' F D' B2 ,2,0,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,9,0,1,
R D' R U' B2 L ,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
R D' R U2 F U2 R' D ,2,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,
R D' U R' U F' R D' B ,2,0,2,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
R D' F R U' M U' M ,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,3,0,2,
R D' F U R2 F U R' ,1,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9,0,0,
R D' F R' U D' F' U' R' ,1,0,1,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,
R D' F R' U2 M U' L' ,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,6,1,0,
R D' F U' M D R U M' ,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,
R D' F U2 R' U' L' ,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6,1,0,
R D' B M U' L' ,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
R D' R' U F U' R' F L' ,1,0,1,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,
R D' R' U F' D U2 B ,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,
R D' R' D R U' R' D ,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
R D' R' D U2 R U' M2 ,2,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
R D' R' F R' D R D2 ,2,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,1,
R D' R' U' R U R' D' R' L ,2,1,1,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
R D' R' U' F M2 U' ,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
R D' R' U' F' D' R2 U' B ,1,0,0,0,0,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
R D' R' D' U R F U' D2 ,2,0,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,
R D' R' D' M U' F' R U ,2,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
R D' R' U2 F2 M' ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,
R D' R2 U F U' R U L2 ,2,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,
R D' R2 F M U R2 L2 ,1,0,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,
R D' R2 U2 M U D L2 ,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,
R D' U2 F U' F D2 ,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,0,1,
R D' U2 R' U' D' F' U' M ,1,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
R D' U2 M D F M B2 ,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,6,0,0,
R D' M U R U2 R ,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
R D' M U M D R U B ,2,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,
R D' M F U R2 U2 M2 ,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3,0,0,
R D' M U' F R' U F D ,1,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,
R D' M D' R F U' R' D ,2,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,6,0,1,
R D' M D2 F R U2 ,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,3,0,1,
R F' U' M U' F' B2 ,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,
R B' D' R2 D F' ,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
R U2 R U R2 U F R B2 ,3,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,
R U2 R F U R' U' F M' ,2,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,
R U2 R U' R' D R D' R ,4,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
R U2 R D' R' F R D' ,3,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
R U2 F R U R' D R U' ,3,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
R U2 F U R' F' R U D2 ,2,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,6,0,0,
R U2 F R' U F' R U' F ,2,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,
R U2 F U' R D2 M2 ,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,
R U2 F D' U2 R U' B' ,2,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,6,0,0,
R U2 F M F R U' F ,2,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6,0,1,
R U2 R' U F R U2 R' F2 ,2,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,
R U2 R' U F' R D R' D2 ,2,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,
R U2 R' D R U' R D ,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
R U2 R' D U2 M D' L ,1,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,
R U2 R' F U' F' U L ,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,
R U2 R' U' F U F' U' B2 ,1,0,1,0,1,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,3,0,1,
R U2 R' U' D' M F' R F ,2,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3,0,1,
R U2 R' D' R U R' D' L ,2,1,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
R U2 R' D' M D U2 L' ,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,
R U2 R' U2 M U' L ,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,
R U2 R2 U M F' R2 L ,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,
R U2 R2 U' R2 F R' ,1,0,0,0,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,6,0,0,
R U2 D2 M U R U' M ,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,
R U2 M U R' D U2 L ,1,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,
R U2 M D R2 U D' F2 ,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,
R U2 M U' R U' R' U' D' ,2,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,
R U2 M U' M F U R L ,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,1,1,
R U2 M U2 M F ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,1,
R D2 R B' R' B ,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,
R D2 R' U R F D' R' ,2,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
R D2 R' D' R U R2 ,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
R D2 M U M B ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,
R B2 U D' L ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
R B2 R' U M D M2 ,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,
R B2 U' R' F R U B' ,2,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,
R B2 R2 U' F' M' ,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,
L F D' R' L2 ,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,3,0,
U R U R U2 R' U B2 ,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,
U R U F U' M' F' ,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,
U R U R' U' R U' R B2 ,3,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
U R U D' R' F D' F2 ,1,0,2,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
U R U M U F U' R U2 ,2,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U R D R D F U R' L' ,2,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,
U R D U R U' F U R2 ,2,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
U R D U M F D' R B ,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,
U R D F D' M U L ,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,
U R D R' D R' U2 F' R ,2,0,1,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
U R D R' U' M U F M' ,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
U R D U' R D' U2 L' ,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
U R D U' R2 U R U' D' ,2,0,2,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
U R D R2 F' U R D' ,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
U R D M U R B2 D ,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
U R D M U2 R' U M F ,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,
U R F R U' R' F U' F' ,2,0,1,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,
U R F U R D2 M U ,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,
U R F U R' F' D U2 R ,2,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,
U R F D R U' F U' ,2,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,
U R F R' U R U M F ,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,
U R F R' D M U' F' B2 ,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,9,0,0,
U R F R' U' M D2 B' ,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,9,0,0,
U R F U' R U' R2 U B ,2,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,
U R F U' R' D' R' U' D2 ,1,0,1,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
U R F U' M D' R F R' ,2,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,
U R F D' U2 M D L ,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,1,0,
U R F U2 R U2 M U ,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,
U R F M U F L ,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,
U R F M D' R' U F U2 ,1,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
U R U' R U M U' D' R' D' ,2,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
U R U' R U' F R' U' R' L' ,2,0,1,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,
U R U' R D' M F U2 ,2,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U R U' F U R' D F' L ,1,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,
U R U' F R' F' U D ,1,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,
U R U' F R2 F' U' M B2 ,1,0,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,3,0,1,
U R U' R' U F R' U F' R2 ,1,0,3,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,
U R U' R' D R D M U2 ,2,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,
U R U' R' F R' U F R U2 ,2,0,2,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,
U R U' R' U' F U2 R2 B2 ,1,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,
U R U' R' D' R F R U' D2 ,3,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
U R U' R' U2 R' U2 R2 U ,1,0,2,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,
U R U' D' F D' R U M2 ,2,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,
U R U' D' R2 D' R U' D' ,2,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
U R U' R2 D U' R U' F' ,2,0,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,
U R U' R2 D2 F' U' L ,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,
U R U' M U D' F U L ,1,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,
U R U' M U' R U D B2 ,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,
U R U' M U2 R F U' B ,2,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,
U R D' R F U R' D' F' ,2,0,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,
U R D' U R U D F M' ,2,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,
U R D' U R' F' D U2 R ,2,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
U R D' F D U' R' F' D' ,1,0,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,
U R D' F M U' M U2 ,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,3,0,1,
U R D' R' D R2 U R' L' ,1,0,2,1,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
U R D' R' U' D' F' M D ,1,0,1,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
U R D' U' R2 F' D' R F2 ,2,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,3,0,0,
U R D' U2 F R2 U B2 ,1,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,
U R D' M U R2 D F ,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
U R D' M U2 F R2 U' ,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,3,0,0,
U R U2 R F D F2 ,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,
U R U2 F U D' L2 ,1,0,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,
U R U2 R' U R D' R' U2 ,2,0,2,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
U R U2 R' F R' D' F' D ,1,0,1,1,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,
U R U2 R' D' M F U' M2 ,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,
U R U2 R2 F' U' F2 ,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,
U R U2 M U' F R' U' B' ,1,0,1,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,9,0,0,
U R D2 F U2 F M2 ,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,
U R B2 U' F U R2 ,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,
U D R U F U R2 U' F2 ,1,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,
U D R U R2 U F' M F2 ,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,
U D R D U' R' F' U' B2 ,1,0,1,2,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,
U D R F D' R' U M D' ,1,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,0,
U D R U' R' U R D F2 ,2,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,
U D R U' B2 R' U M2 ,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,
U D R D' U2 R U R' L2 ,2,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,
U D R U2 B2 D' M ,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,
U D F R U2 R' F' B ,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,
U D F U M U' R' U D' ,0,0,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
U D F R' U' F' D R' ,0,0,1,2,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
U D F U' R' U2 R2 B' ,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,
U D F D' M D U' L' ,0,0,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
U D F M U R F D' ,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
U D R' U R D' R F' ,2,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
U D R' U D' R F R' F ,1,0,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,
U D R' U M D' F' U L' ,0,0,3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,
U D R' D M D' M2 ,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,
U D R' F D' F' U' B' ,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,
U D R' U' F U' R D' R2 ,1,0,1,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,
U D R' U' F' U F U2 B ,0,0,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,
U D R' D' R U' D' B ,1,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
U D R' D' M U2 F M2 ,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,
U D R' U2 F' U' F' U D' ,0,0,2,1,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,
U D F' U F U' D' F' D' ,0,0,2,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,
U D F' R' U2 F U2 ,0,0,1,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,
U D F' U' M F R U F ,1,0,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
U D F' U2 R U2 R' U M' ,1,0,2,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,
U D F' M2 U2 B2 ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,
U D R2 D F' R2 D ,0,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,
U D R2 U' D' F R ,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
U D R2 U2 R F R D2 ,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,
U D M U R U D R' U2 ,1,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
U D M U D' F' U' R U2 ,1,0,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
U D M F U R' D ,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
U D M U' F R U D' B2 ,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,
U D M U' R2 U R U' R ,2,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
U D M D' M U R U' R ,2,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,
U D M U2 F' R U2 R' ,1,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,
